no	Hotel name	rating	user type	room type	nights	review
5873	فندق قصر العين أبو ظبي	2	مسافر منفرد	غرفة قياسية	أقمت ليلة واحدة	“إقامة لن تتكرر”. بكل صراحة ، أحد موظفي الاستقبال + نظافة الغرفة فقط لا أكثر. أحد موظفي الاستقبال لم يحترم وجودي والموقع السيء بالإضافة إلى وجود مراقص كثيره في الفندق وحوله مما أدى إلا ازعاج مستمر بالإضافة إلا عدم وجود عازل بين الغرف
5877	فندق قصر العين أبو ظبي	2	مسافر منفرد	-	أقمت ليلة واحدة	“دون المستوى الذي وضع في موقعكم”. . ١ - تم سحب قيمة الحجز من بطاقة الائتمان قبل الوصول مع ان تم طلب الدفع كاش عند الحجز من موقعكم٢- تأخر استلام الغرفه مع ان تم الحجز اون لين وتم استلام قيمة الحجز مسبقاً٣- تم تاخير ضيف لي عند الاستقبال
5880	فندق قصر العين أبو ظبي	2	أسرة	غرفة قياسية	أقمت ليلة واحدة	“لا انصح به”. لا شي. كثرا بارات ليل و ديسكوا و لا يصلح عائلة محافظة و لايوجد نت و موقف سيارة مجانا
5884	فندق قصر العين أبو ظبي	2	-	غرفة قياسية	أقمت ليلة واحدة	“لن اعود مرة اخرى”. لا شيء. سياسة إلغاء الحجز فأشلهطريقه كلام موظفين الاستقبال غير مناسبهسياسة وضع مبلغ تأمين غير معمول بها في اي من الفنادق الاخرى المنافسة
5885	فندق قصر العين أبو ظبي	1	زوج	غرفة قياسية	أقمت ليلة واحدة	“سيئ”. . طريقه التعامل
5886	فندق قصر العين أبو ظبي	2	زوج	غرفة قياسية	أقمت ليلة واحدة	مخيب للأمل. . لا يوجد اي خدمة ولا حتي مناديل و الضوضاء عالية
5887	فندق قصر العين أبو ظبي	4	مسافر منفرد	غرفة قياسية	أقمت ليلة واحدة	“جيد جدا”. . عددم وجود وأي فأي فري مع انا فتدق ثلاثه نجوم وفنادق نجمه ونجمتين يوجد لديهم وأي فأي فري ومواقف فري
5890	فندق قصر العين أبو ظبي	1	مسافر منفرد	غرفة قياسية	أقمت ليلة واحدة	“انضحك عليه”. لا شئ. كل شئ
5891	فندق قصر العين أبو ظبي	2	مسافر منفرد	غرفة قياسية	أقمت ليلة واحدة	“الفندق سيّء جدا”. لا شئ اعجبني على الإطلاق. كل شي في الفندق
5894	فندق قصر العين أبو ظبي	2	مسافر منفرد	غرفة قياسية	أقمت ليلة واحدة	“لم يعجبني”. فقط السرير. كل شيء عليها ضمان ضمان و كل شيء عليه غرامات والله اعلم الحمام سيء جدا
5895	فندق قصر العين أبو ظبي	1	زوج	غرفة قياسية	أقمت ليلة واحدة	ضعيف جداً. . لم يعجبني شي
5898	فندق قصر العين أبو ظبي	2	أسرة	غرفة قياسية	أقمت ليلة واحدة	ضعيف. . لا يوجد مشط
5900	فندق قصر العين أبو ظبي	5	مسافر منفرد	غرفة قياسية	أقمت ليلتين	“راحة البال”. نظافة الغرفة وموظفين نظافة الغرف علي اعلي مستوي. خدمة التلفون
5901	فندق قصر العين أبو ظبي	2	مسافر منفرد	غرفة قياسية	أقمت ليلة واحدة	“فندق العين دار الزين”. موقع الفندق ممتاز. عمال النظافه وغسيل الملابس طقهم على الباب في وقت مبكر غير حضاري
5903	فندق قصر العين أبو ظبي	2	مسافر منفرد	غرفة قياسية	أقمت ليلة واحدة	“لا يوجد خدمات الفندق”. . الواي فاي ليس مجاني.يجب عليك دفع تامين 500 درهم و دفع مبلغ الغرفة. يجب عليك النزول الى الاستقبال لاستقبال الضيف
5904	فندق قصر العين أبو ظبي	1	-	غرفة قياسية	أقمت ليلة واحدة	“عامل الإستقبال غير لبق”. لأ يوجد شيء جيد. الإزعاج في الأصوات وعامل الاسقبال
5907	فندق قصر العين أبو ظبي	5	-	غرفة قياسية	أقمت ليلة واحدة	“لقد استمعت بالاقامه معكم وطاقم الاستقبال والخدمات ممتاز جداً”. طاقم الاستقبال. لايوجد مواقف
5910	فندق قصر العين أبو ظبي	5	مسافر منفرد	غرفة قياسية	أقمت ليلة واحدة	“مكان جميل مقابل القيمة”. تم ترقية حجزي الى جناح. يوجد ملهى بالفندق بعض الازعاج البسيطعدم وجود مواقف مجانية
5911	فندق قصر العين أبو ظبي	1	زوج	غرفة قياسية	أقمت ليلة واحدة	“كان اسوء فندق على الإطلاق لايوجد خدمة باركينغ و لا يوجد باركينغ اصلا”. لا شي. كان أسوء فندق أول شي لا يوجد خدمة باركينغ و لا يوجد باركينغ في المنطقة و خلوني إنتظر ربع ساعة للتأكيد الحجز و أخذو ادفنس حق التأمين و بالنهاية دفعوني ٢٠٠ درهم حق مناشف أصلا ما كانت موجودة و أغراض الحمام كانت مستعملة منها فرشاة الأسنان أسوء تجربة على الإطلاق
5914	فندق قصر العين أبو ظبي	1	أسرة	غرفة قياسية	أقمت ليلة واحدة	“اقامه و معامله سيئة جدا”. لم يعجبني. طاقم العمل و الاستقبال والاقامه
5916	فندق قصر العين أبو ظبي	1	زوج	-	-	“ممعاملة سيئة”. . خدمة الاستقبال ولم ادخل اصلا للفندق بسس المعاملة السيئة وطلب تامين امني اول مرة اسمع فيه شكرا
5918	فندق قصر العين أبو ظبي	2	زوج	غرفة قياسية	أقمت ليلة واحدة	“لا يليق بمستوى فندق في ابوظبي”. . تاخير عند الاستقبال و لايوجد صراف إلي وتطلب دفع مبلغ كبير عبارة عن تأمين والحمام صغير ولايوجد مناشف كافية
5920	فندق قصر العين أبو ظبي	4	أسرة	غرفة قياسية	أقمت ليلتين	جيد. . الخدمات بطيئة جدا
5921	فندق قصر العين أبو ظبي	5	-	غرفة قياسية	أقمت ليلة واحدة	استثنائي. خمام السباحه. لا يوجد
5922	فندق قصر العين أبو ظبي	1	مسافر منفرد	غرفة قياسية	أقمت ليلة واحدة	“المكان سئ جدا”. قربه من كورنيش ابوظبي. كل خدمة عليها ضريبة اولا الباركن غير متوفر ، الانترنت غير مجاني ، الغرف بها رائحة ، المكان مزعج وغير هادئ ، الاكل دون المستوى ، سعر الغرفة بشكل عام غير منطقي ومقنع
5926	فندق قصر العين أبو ظبي	1	-	غرفة قياسية	أقمت ليلة واحدة	“فندق لا يستحق الزيارة”. لا شيء. المكيف حاار صوت المرقص الخدمة ضعيفةيوجد باعوض فالغرفة
5931	فندق قصر العين أبو ظبي	2	مسافر منفرد	غرفة قياسية	أقمت ليلة واحدة	ضعيف. الموقع فقط. كل شيء
5937	العين روتانا	4	زوج	غرفة كلاسيكية كينغ	أقمت ليلة واحدة	جيد. الفندق طيب وسعره مناسب. 
5949	العين روتانا	5	أسرة	-	أقمت ليلتين	استثنائي. كل شئ جيد جدا ومريح ورائع. لاشئ
5960	العين روتانا	4	مسافر منفرد	غرفة توأم كلاسيكية	أقمت ليلة واحدة	جيد. كل شي. الحمام بدون شطاف !
5965	العين روتانا	1	أسرة	-	أقمت ليلة واحدة	ضعيف جداً. . سلام عليكماول شي تاخير في استلام الغرفة الين الساعه 4 العصر مما ادى الى الغاء الحجز وذالك من اهم الاسباب التي جعلتني الغلي الحجز عدم التزامهم في المواعيد المتفق عليه من جراء الاتصال بيني وبينهم قبل قدومي الى الفندق ارجو محاسبة الفندق بخصوص هذا الشي وتعويضي
5966	العين روتانا	2	-	غرفة كنغ بريميوم	أقمت ليلة واحدة	“4 😑”. . 4😑
5967	العين روتانا	5	-	غرفة بريميوم توأم	أقمت ليلة واحدة	“رائع جداً جداً”. فندق رائع جداً من حيث النظافة والراحه والخصوصيه. 
5974	العين روتانا	4	مسافر منفرد	غرفة بريميوم توأم	أقمت ليلتين	جيد. . رائحة المكان
